Date,MA,AMZN,BAC,MRK,WFC,INTC,T,GOOG,HD,CSCO,PFE,VZ,UNH,NKE,NFLX,JNJ,MCD,AAPL,JPM,MSFT
7/11/2019,277.18,2001.069946,28.8254528,79.2624588,45.68585205,47.77456665,32.00574875,1144.209961,209.9839783,55.92402267,41.7475853,55.1603775,257.8219299,87.59030151,379.5,137.2359467,208.916687,199.9103088,111.3144836,137.0984039
