Date,High,Low,Open,Close,Volume,Adj Close,Returns
2019-07-03,212.8699951171875,209.6999969482422,209.82000732421875,212.80999755859375,2306000,209.0345458984375,
2019-07-05,213.00999450683594,210.25,212.3000030517578,211.24000549316406,1876200,207.49241638183594,-0.007377435662990539
2019-07-08,212.52999877929688,211.22999572753906,211.24000549316406,212.16000366210938,1818000,208.39608764648438,0.004355226969424919
2019-07-09,212.69000244140625,211.47000122070312,211.99000549316406,212.08999633789062,1618800,208.32733154296875,-0.0003299741846264359
2019-07-10,213.4600067138672,211.9499969482422,212.25,213.0,1842300,209.22119140625,0.004290648676609887
2019-07-11,214.8000030517578,211.61000061035156,214.47000122070312,212.69000244140625,1922800,208.91668701171875,-0.0014553875990317433
2019-07-12,213.39999389648438,211.27000427246094,212.69000244140625,212.99000549316406,1960100,209.21136474609375,0.0014105178819603381
